Household_ID,State,City,City_Type,Household_Size,Age_of_Household_Head,Education_Level,Employment_Status,Monthly_Income_INR,Rent_EMI_INR,Food_Expense_INR,Utilities_INR,Education_Expense_INR,Healthcare_Expense_INR,Transport_Expense_INR,Shopping_Expense_INR,Entertainment_Expense_INR,Other_Expenses_INR,Loan_Amount_INR,Monthly_Loan_Payment_INR,Savings_INR,Investment_INR,Financial_Goal,Emergency_Fund_Months,Internet_Access,Vehicle_Ownership,Financial_Stress_Level,Financial_Health_Score
HH05854,Karnataka,Mysuru,Urban,1,32,Graduate,Self-Employed,50000,10980,8020,3570,1160,1590,4360,4040,690,2210,442000,10220,1740,480,Business,5.6,Yes,None,Medium,46
HH05855,Andhra Pradesh,Visakhapatnam,Rural,4,42,Graduate,Salaried,23400,6380,4590,3100,2380,1490,1270,1860,570,880,198000,5440,-3040,0,Emergency_Fund,0,Yes,Two_Wheeler,High,25
HH05856,Rajasthan,Udaipur,Urban,2,25,Graduate,Salaried,73500,18570,9720,4620,1580,3750,4090,3130,790,2200,859000,11870,,5140,Home,17.6,Yes,Car,Low,68
HH05857,Kerala,Kozhikode,Semi-Urban,5,34,Graduate,Government,41600,11950,9560,3610,1710,2730,3540,3290,420,890,0,0,2180,880,None,5.5,No,Two_Wheeler,Medium,61
HH05858,Maharashtra,Pune,Urban,7,33,Postgraduate,Self-Employed,82800,8440,17010,6370,3800,3640,5910,4730,2400,4060,0,0,15490,4020,Business,7.5,Yes,Car,Very Low,83
HH05859,Delhi,New Delhi,Semi-Urban,2,26,Diploma,Salaried,23400,6390,4510,1010,380,1720,1880,1020,910,650,0,0,2270,450,Education,11.4,Yes,Car,Low,76
HH05860,Karnataka,Mysuru,Rural,5,50,Graduate,Salaried,61200,9070,10630,4180,3300,3020,5630,5410,810,1110,0,0,13990,2430,Emergency_Fund,18,Yes,Two_Wheeler,Very Low,88
HH05861,Kerala,Thiruvananthapuram,Urban,6,43,Secondary,Salaried,62500,6160,9750,4510,3070,3580,2820,3840,1210,2200,331000,6560,10670,5150,Emergency_Fund,18,Yes,Two_Wheeler,Low,79
HH05862,Andhra Pradesh,Tirupati,Rural,3,38,Graduate,Salaried,36100,10680,8300,3150,2550,1850,3160,2370,1070,680,161000,4440,-1400,0,Emergency_Fund,0,Yes,Two_Wheeler_and_Car,High,36
HH05863,Kerala,Kozhikode,Urban,7,50,Graduate,Self-Employed,137400,43780,30270,9120,18510,3740,9620,11940,5460,3080,940000,22350,-10210,0,None,0,Yes,Car,High,32
HH05864,Gujarat,Surat,Semi-Urban,5,29,Graduate,Unemployed,16700,4910,2590,2140,2230,530,830,1200,390,500,195000,4810,,0,Home,0,No,Two_Wheeler_and_Car,High,20
HH05865,West Bengal,Siliguri,Urban,4,32,Secondary,Unemployed,17300,1120,6030,1870,1680,810,1170,830,700,270,132000,1840,500,160,Retirement,2.9,Yes,Car,Medium,48
HH05866,Tamil Nadu,Coimbatore,Urban,5,54,Graduate,Salaried,31300,6330,5920,2850,2770,1210,1980,1310,420,1200,0,0,5650,2980,Retirement,6.8,Yes,Two_Wheeler,Low,77
HH05867,Rajasthan,Udaipur,Urban,3,65,Secondary,Self-Employed,37500,5510,8040,3860,2880,4460,1740,3180,1210,1570,394000,6600,-990,0,Home,0,Yes,Two_Wheeler,High,33
HH05868,West Bengal,Siliguri,Rural,1,50,Graduate,Salaried,33700,11370,2500,2160,380,2160,2580,1770,960,1310,346000,8400,60,10,Retirement,0.1,Yes,Car,High,30
HH05869,Telangana,Nizamabad,Semi-Urban,4,48,Below Secondary,Government,54000,4110,9120,4680,3350,3470,4260,3350,1850,2560,0,0,11890,4590,Emergency_Fund,9.9,Yes,Two_Wheeler,Very Low,88
HH05870,Telangana,Nizamabad,Rural,5,39,Graduate,Salaried,73300,6060,13490,4930,5350,2090,5480,4470,1080,1630,544000,8820,10470,3940,Retirement,18,No,None,Low,75
HH05871,Kerala,Thiruvananthapuram,Urban,6,39,Diploma,Self-Employed,47300,3930,8070,3550,4930,3110,3570,2750,1670,2290,0,0,10100,5380,Business,18,Yes,Two_Wheeler,Very Low,86
HH05872,Karnataka,Mangaluru,Urban,4,46,Below Secondary,Self-Employed,48200,12810,7250,4100,5480,2140,3160,3370,520,780,0,0,5670,1710,Business,8.6,Yes,Two_Wheeler,Low,74
HH05873,Andhra Pradesh,Visakhapatnam,Urban,3,56,Graduate,Self-Employed,107200,13700,18020,6730,4390,7110,9590,5300,2600,3040,685000,16010,17240,5940,Education,18,Yes,Car,Low,70
HH05874,Telangana,Hyderabad,Urban,2,48,Diploma,Salaried,49200,17210,7320,3520,190,2670,4110,1860,1110,1490,507000,6870,1980,1020,Business,3.3,Yes,None,Medium,47
HH05875,Telangana,Hyderabad,Urban,7,53,Graduate,Self-Employed,35200,11890,7240,4590,1970,1940,2440,1290,1030,1020,415000,6440,-2320,0,None,0,,Car,High,31
HH05876,Maharashtra,Pune,Rural,3,36,Postgraduate,Salaried,74200,8690,11550,4930,3650,5860,5110,5320,2450,3240,712000,13720,7060,2190,Emergency_Fund,6.6,No,Two_Wheeler,Medium,56
HH05877,Kerala,Kozhikode,Rural,6,50,Postgraduate,Self-Employed,69300,20520,15530,5510,7970,4800,3180,5970,2330,2720,0,0,490,160,Education,1.6,Yes,Two_Wheeler,Medium,48
HH05878,Telangana,Hyderabad,Urban,3,38,Graduate,Retired,49900,12150,6420,3330,5150,2400,3330,1930,1300,1530,173000,2820,6870,3130,Retirement,17.8,Yes,Two_Wheeler,Low,74
HH05879,West Bengal,Kolkata,Urban,1,45,Graduate,Salaried,105000,30130,14990,6090,2190,7750,6420,3900,3450,3820,0,0,15550,5270,Education,9.3,Yes,Car,Very Low,80
HH05880,Karnataka,Mysuru,Semi-Urban,3,50,Graduate,Salaried,89700,14250,14210,5820,5800,4100,6530,4160,2730,1470,0,0,19900,3910,Emergency_Fund,9.7,Yes,Car,Very Low,89
HH05881,Karnataka,Mangaluru,Semi-Urban,4,39,Diploma,Self-Employed,68800,10910,11450,5030,9600,2280,5370,3620,1810,1440,0,0,7960,3690,Home,10.2,Yes,Two_Wheeler,Very Low,80
HH05882,Karnataka,Bengaluru,Semi-Urban,3,35,Secondary,Salaried,23800,6190,2500,2210,3210,820,1480,1880,550,550,149000,1960,1430,720,Retirement,13,Yes,None,Medium,64
HH05883,Gujarat,Vadodara,Urban,6,47,Secondary,Self-Employed,26400,5840,5270,2180,2190,1380,1520,1940,1180,1060,137000,2990,440,150,Home,3.7,Yes,Car,Medium,46
HH05884,Odisha,Bhubaneswar,Urban,4,43,Postgraduate,Government,97700,18750,16470,7140,5490,3680,7580,5390,2030,3650,0,0,14490,5810,None,16.7,Yes,Car,Very Low,83
HH05885,Maharashtra,Mumbai,Urban,2,45,Below Secondary,Government,46600,14820,7590,3110,400,1920,2420,2830,1660,1490,0,0,7560,1570,Retirement,18,Yes,Two_Wheeler,Very Low,80
HH05886,Andhra Pradesh,Guntur,Rural,5,50,Diploma,Self-Employed,46300,10040,13410,4590,4330,2350,4200,4040,1710,1910,0,0,-180,0,Emergency_Fund,0,Yes,None,Medium,45
HH05887,Karnataka,Mangaluru,Semi-Urban,4,56,Secondary,Salaried,94100,6670,17010,5760,10660,3310,6320,6230,1890,3660,694000,9160,16880,5110,Emergency_Fund,18,Yes,None,Low,77
HH05888,Telangana,Nizamabad,Rural,5,50,Below Secondary,Salaried,44800,4990,9210,3460,2130,2470,3130,2330,1990,1870,413000,11260,1420,720,Business,4.2,Yes,None,Medium,40
HH05889,Rajasthan,Jaipur,Urban,5,49,Secondary,Daily Wage,26200,2420,3800,2590,3280,1230,1950,1600,570,640,196000,5260,1290,290,Retirement,9.6,Yes,Two_Wheeler,Medium,56
HH05890,Andhra Pradesh,Visakhapatnam,Urban,8,39,Graduate,Self-Employed,49900,11620,11540,4540,3130,2210,4090,4110,870,1480,549000,10790,-2520,0,Education,0,Yes,Two_Wheeler,High,30
HH05891,Odisha,Bhubaneswar,Urban,4,41,Graduate,Salaried,90300,11230,15900,6150,11330,3120,4610,3740,4020,2210,839000,18750,4510,1530,Retirement,6.1,Yes,Two_Wheeler,Medium,50
HH05892,Kerala,Thiruvananthapuram,Rural,3,48,Postgraduate,Government,71800,22230,10680,5240,6910,5510,5200,4050,2300,3220,0,0,4650,1960,Education,2.9,Yes,Two_Wheeler,Medium,58
HH05893,Maharashtra,Mumbai,Urban,4,41,Graduate,Self-Employed,64100,15370,10040,5210,5980,1830,4210,3670,2290,1380,0,0,9610,2820,None,18,Yes,Two_Wheeler,Very Low,80
HH05894,Rajasthan,Udaipur,Semi-Urban,4,48,Graduate,Self-Employed,15700,1780,3510,1630,940,1060,1350,570,650,260,61000,1360,1810,900,Business,18,Yes,Car,Low,70
HH05895,Andhra Pradesh,Vijayawada,Urban,4,37,Graduate,Salaried,41800,7650,6430,3000,4160,2800,2410,3420,870,1980,284000,6290,1890,580,Retirement,1.4,Yes,Two_Wheeler_and_Car,Medium,44
HH05896,Gujarat,Vadodara,Urban,1,61,Secondary,Retired,50000,3410,5690,3380,150,4440,2280,3000,1800,1270,0,0,14580,7510,Education,18,No,None,Very Low,100
HH05897,Andhra Pradesh,Visakhapatnam,Urban,3,46,Graduate,Retired,23300,6470,5850,1500,2310,1050,1230,1000,450,760,194000,4640,-1310,0,Retirement,0,Yes,Two_Wheeler_and_Car,High,30
HH05898,Rajasthan,Udaipur,Urban,8,45,Graduate,Retired,57200,4970,15220,5480,7610,3930,3210,3430,900,2300,413000,6370,3140,1200,Home,8.3,Yes,None,Medium,57
HH05899,Delhi,New Delhi,Semi-Urban,7,40,Graduate,Salaried,67300,9420,13010,5330,4040,3860,6040,2320,690,2920,649000,10030,5630,2240,Emergency_Fund,4.6,Yes,Two_Wheeler,Medium,55
HH05900,Andhra Pradesh,Tirupati,Rural,1,61,Below Secondary,Self-Employed,19200,2230,4310,1090,1860,1780,1260,830,390,900,0,0,2780,990,Education,4.6,Yes,Car,Low,72
HH05901,Rajasthan,Jaipur,Semi-Urban,7,33,Graduate,Unemployed,26700,4840,3250,1810,2660,1510,2050,860,1200,540,0,0,6520,3090,Retirement,18,No,Two_Wheeler_and_Car,Very Low,89
HH05902,Andhra Pradesh,Guntur,Urban,5,38,Diploma,Unemployed,17700,2290,2500,2360,2450,850,1280,600,590,640,0,0,2950,1460,Emergency_Fund,18,Yes,None,Very Low,81
HH05903,Telangana,Hyderabad,Semi-Urban,1,52,Secondary,Salaried,38900,8070,3700,2970,1580,2530,2830,2290,1580,1810,359000,4650,4790,2000,Business,18,Yes,Two_Wheeler,Low,69
HH05904,Gujarat,Surat,Urban,6,46,Graduate,Salaried,38100,7120,6940,3000,4890,2320,2540,2950,550,1640,309000,5040,810,220,Home,5.1,Yes,Car,Medium,47
HH05905,Maharashtra,Pune,Semi-Urban,7,39,Graduate,Self-Employed,108800,15520,23280,7880,6610,6270,9840,5040,1990,3270,409000,8650,12300,3790,Business,7.4,No,None,Low,67
HH05906,Uttar Pradesh,Lucknow,Semi-Urban,5,39,Postgraduate,Salaried,35100,9560,4780,3430,3760,2160,3270,2600,770,1380,148000,2140,730,390,Emergency_Fund,1.7,Yes,Car,Medium,47
HH05907,Kerala,Kochi,Urban,5,41,Graduate,Salaried,37200,9140,6410,3030,3990,1340,3130,1750,1240,1530,312000,6010,-270,0,None,0,No,Two_Wheeler,High,35
HH05908,Kerala,Kochi,Urban,3,45,Graduate,Self-Employed,76000,7640,11190,5150,6560,4570,5050,5650,1240,2930,877000,11030,9260,2370,Home,13.9,Yes,Two_Wheeler,Low,68
HH05909,Karnataka,Mangaluru,Urban,4,58,Graduate,Salaried,41400,7510,7720,3730,3340,3470,3690,3280,890,1220,181000,5060,1200,270,Retirement,4.4,Yes,Two_Wheeler,Medium,48
HH05910,Telangana,Hyderabad,Urban,5,49,Graduate,Government,195000,30680,37220,12070,26620,14160,16270,6440,7370,3640,0,0,32080,6120,Business,17.8,Yes,None,Very Low,80
HH05911,Odisha,Cuttack,Rural,4,53,Graduate,Salaried,28700,9170,7190,2860,3240,2440,1570,2190,1070,820,224000,5140,-4800,0,Education,0,Yes,Two_Wheeler,High,26
HH05912,Andhra Pradesh,Tirupati,Semi Urban,3,40,Secondary,Salaried,61100,9760,7520,3980,7090,4840,5980,4790,1000,1810,683000,14640,-220,0,Education,0,Yes,Two_Wheeler,High,30
HH05913,Delhi,New Delhi,Urban,5,49,Postgraduate,Retired,109000,14720,22410,7650,12790,5840,6390,9110,2260,4060,1056000,21120,1380,210,Business,2.4,Yes,Car,High,39
HH05914,Karnataka,Mangaluru,Urban,6,30,Graduate,Self-Employed,100200,12890,21940,6150,6940,6610,4560,4180,2070,4230,673000,15740,10780,1680,Home,3.9,Yes,Two_Wheeler_and_Car,Medium,55
HH05915,Karnataka,Mangaluru,Semi-Urban,6,46,Secondary,Retired,19000,6500,3030,2930,1080,1420,1450,1530,400,410,70000,1860,-890,0,Education,0,Yes,Car,High,37
HH05916,Kerala,Kochi,Urban,2,45,Graduate,Salaried,78100,10620,11470,5410,1680,6110,5330,3460,2190,3500,0,0,15260,8130,Business,18,Yes,Two_Wheeler,Very Low,90
HH05917,Gujarat,Surat,Urban,4,60,Graduate,Self-Employed,136200,12630,,8120,13720,8430,7390,8900,4210,5080,1088000,17180,12580,5600,Home,18,Yes,Two_Wheeler,Low,67
HH05918,Gujarat,Vadodara,Semi-Urban,1,58,Graduate,Self-Employed,28400,5920,5540,1420,690,2150,1370,1130,780,640,280000,7560,850,230,Education,1.5,Yes,Two_Wheeler,High,35
HH05919,Uttar Pradesh,Lucknow,Urban,5,42,Secondary,Unemployed,27400,1490,2500,3570,2000,1090,1730,2030,280,450,234000,5770,5330,1920,Vehicle,6.8,Yes,None,Low,65
HH05920,Karnataka,Mysuru,Urban,3,37,Graduate,Salaried,83800,6820,13210,5550,4720,5220,4480,3820,1270,1390,314000,6160,16410,3430,Home,18,No,None,Very Low,86
HH05921,Maharashtra,Pune,Urban,7,37,Graduate,Self-Employed,176000,31790,38310,10670,11290,7510,15070,6970,2140,5500,0,0,34770,17050,Vehicle,18,Yes,Car,Very Low,84
HH05922,Andhra Pradesh,Visakhapatnam,Urban,4,41,Graduate,Salaried,81400,11690,14590,5370,5740,5090,3880,4750,1020,3500,0,0,18050,5120,Emergency_Fund,18,Yes,Car,Very Low,88
HH05923,Gujarat,Vadodara,Rural,4,56,Secondary,Retired,24900,2520,4470,1510,2590,2260,2030,1020,970,770,0,0,5280,2160,Home,18,Yes,Two_Wheeler_and_Car,Very Low,86
HH05924,Karnataka,Bengaluru,Semi-Urban,5,48,Graduate,Salaried,75500,19000,11900,5290,7800,5160,5130,2360,1830,2320,451000,8450,3310,1450,Emergency_Fund,10,Yes,Car,Medium,60
HH05925,Delhi,New Delhi,Rural,3,49,Graduate,Self-Employed,27300,7550,3780,2240,3030,1680,1450,1660,380,900,0,0,2270,830,Retirement,5.4,Yes,Car,Low,67
HH05926,Telangana,Nizamabad,Rural,2,51,Secondary,Government,26100,1970,3430,2240,2980,1180,2370,1990,1140,640,79000,1040,3770,640,Education,18,Yes,None,Very Low,80
HH05927,Rajasthan,Jaipur,Urban,2,35,Diploma,Salaried,59900,7760,7890,3810,1630,1560,5710,4270,1330,2250,0,0,16190,3860,Vehicle,18,Yes,Two_Wheeler,Very Low,95
HH05928,Rajasthan,Udaipur,Urban,4,38,,Salaried,45100,7790,9690,4280,2080,1220,2690,2100,1510,1500,0,0,8520,1660,None,11.4,Yes,Car,Very Low,84
HH05929,Uttar Pradesh,Noida,Semi-Urban,6,49,Graduate,Self-Employed,43500,3350,8220,3950,4520,1770,3220,2000,1440,1490,0,0,6700,3610,Emergency_Fund,18,Yes,Two_Wheeler_and_Car,Very Low,85
HH05930,Andhra Pradesh,Madanapalle,Urban,3,37,Postgraduate,Salaried,201300,38550,32130,10870,26140,6370,15910,13660,2720,8460,0,0,33950,6930,None,18,Yes,None,Very Low,81
HH05931,Odisha,Cuttack,Rural,5,30,Postgraduate,Salaried,124700,37530,26630,8420,17340,4540,10230,9520,4890,4330,604000,11930,-7130,0,Business,0,Yes,Two_Wheeler_and_Car,High,36
HH05932,Karnataka,Mangaluru,Urban,1,34,Graduate,Salaried,19600,5280,3450,1380,860,630,1640,1620,730,980,136000,2470,260,140,Education,0.7,Yes,None,Medium,41
HH05933,Karnataka,Mangaluru,Urban,3,53,Diploma,Daily Wage,33300,10710,5770,2500,2700,1230,1580,1670,1180,980,395000,7810,-1780,0,Education,0,Yes,Two_Wheeler,High,28
HH05934,Karnataka,Mangaluru,Semi-Urban,5,41,Below Secondary,Government,20900,1340,3770,2930,1380,1640,1590,1090,640,890,217000,2950,1800,530,Education,12.8,Yes,Two_Wheeler,Medium,63
HH05935,Karnataka,Bengaluru,Rural,6,46,Graduate,Government,87400,24970,16640,6720,5230,3750,6140,3580,3090,2830,0,0,7920,1190,Business,6.2,Yes,Two_Wheeler,Low,68
HH05936,Delhi,New Delhi,Semi-Urban,7,35,Graduate,Salaried,60500,8360,11690,4650,6500,3180,3800,5080,1890,2280,0,0,8880,1520,Emergency_Fund,18,Yes,Two_Wheeler,Low,79
HH05937,Karnataka,Mangaluru,Semi-Urban,5,47,Graduate,Self-Employed,117900,26990,20640,7870,9350,5060,7530,7220,1630,5070,589000,11690,10610,5340,Education,11.4,Yes,Car,Low,65
HH05938,Tamil Nadu,Coimbatore,Urban,4,42,Postgraduate,Government,54600,18550,9220,4760,6590,2560,4060,3290,1480,2160,184000,5070,-1900,0,Retirement,0,No,None,High,38
HH05939,West Bengal,Kolkata,Semi-Urban,2,48,Secondary,Unemployed,10000,3000,2500,1090,1360,500,700,660,300,280,0,0,-190,0,None,0,Yes,Car,Medium,44
HH05940,Rajasthan,Jaipur,Semi-Urban,3,40,Diploma,Salaried,42900,5970,8470,2470,3180,3190,2260,3150,1810,1670,0,0,5780,3050,Emergency_Fund,5.3,Yes,Two_Wheeler,Low,73
HH05941,West Bengal,Siliguri,Urban,7,49,Graduate,Government,54200,16490,10590,4930,3030,2450,2890,4120,2180,1770,268000,7120,-1050,0,Education,0,Yes,Two_Wheeler,High,36
HH05942,Kerala,Kochi,Semi-Urban,4,39,Diploma,Self-Employed,48900,10300,9990,3530,2440,3050,4450,4000,1300,1740,321000,6010,1170,590,Education,1.3,Yes,Two_Wheeler,Medium,43
HH05943,Telangana,Warangal,Urban,3,43,Secondary,Government,98100,32510,15030,6160,7220,4730,6750,3500,2860,2920,0,0,9770,1810,Emergency_Fund,18,Yes,Car,Low,74
HH05944,Rajasthan,Jaipur,Urban,3,42,Graduate,Salaried,82900,16440,14340,4830,6700,4130,4940,7230,3000,2520,0,0,8990,4740,Vehicle,18,Yes,Two_Wheeler,Low,78
HH05945,Andhra Pradesh,Guntur,Rural,2,44,Below Secondary,Daily Wage,14100,1090,2500,1440,110,710,700,530,550,680,142000,3760,1530,740,Retirement,18,Yes,Two_Wheeler,Medium,57
HH05946,Karnataka,Mysuru,Urban,5,47,Diploma,Salaried,59500,18440,10350,4230,5260,1850,5530,3010,1750,2880,653000,14740,-6820,0,Home,0,No,Two_Wheeler,High,24
HH05947,Andhra Pradesh,Tirupati,Semi-Urban,4,40,Postgraduate,Salaried,29100,4090,4400,3000,3510,1740,2820,1280,370,470,285000,5690,1450,400,Home,4.5,Yes,Car,Medium,46
HH05948,West Bengal,Siliguri,Urban,7,43,Graduate,Self-Employed,27800,5440,6320,3950,1880,1430,2390,1340,580,990,289000,7700,-2520,0,Emergency_Fund,0,Yes,Two_Wheeler,High,24
HH05949,Tamil Nadu,Madurai,Rural,4,46,Secondary,Retired,41500,7720,5500,3380,1980,1910,3780,1570,1840,1430,306000,8550,1810,840,Business,6.1,Yes,Two_Wheeler,Medium,49
HH05950,West Bengal,Siliguri,Urban,6,49,Graduate,Government,50100,16750,12300,3780,6570,3480,2650,1560,1730,1900,205000,3100,-2160,0,Retirement,0,Yes,Car,High,39
HH05951,Tamil Nadu,Coimbatore,Urban,2,43,Secondary,Salaried,101200,8840,15550,5690,1070,3780,6330,6650,3250,5010,740000,9230,28040,10090,Home,18,Yes,Two_Wheeler,Very Low,88
HH05952,Maharashtra,Nagpur,Rural,2,36,Secondary,Salaried,30600,5130,4610,2270,2030,1150,1560,1350,330,610,273000,5290,5170,2270,Home,18,Yes,Two_Wheeler_and_Car,Low,69
HH05953,Maharashtra,Nagpur,Semi-Urban,3,45,Postgraduate,Government,72300,11100,9820,4890,3600,5460,5070,2430,1070,2060,0,0,16250,4430,Home,18,Yes,Car,Very Low,92
HH05954,Andhra Pradesh,Visakhapatnam,Urban,3,50,Graduate,Retired,64600,22340,11180,4040,6520,1930,4190,4550,2260,2690,630000,11310,-3550,0,Retirement,0,Yes,Car,High,32
HH05955,Maharashtra,Pune,Urban,7,32,Diploma,Self-Employed,98000,8780,22610,7040,10860,7590,8030,3580,3040,4390,0,0,18630,2970,None,18,Yes,Car,Very Low,82
HH05956,Kerala,Kozhikode,Urban,5,32,Graduate,Self-Employed,55500,12840,9140,4590,3650,3490,4290,4560,2040,840,363000,9490,280,100,Emergency_Fund,1,Yes,Car,High,37
HH05957,Delhi,New Delhi,Rural,3,38,Graduate,Salaried,47700,11320,7010,3910,3670,3140,4290,4090,510,740,467000,10420,-790,0,Emergency_Fund,0,Yes,Two_Wheeler_and_Car,High,31
HH05958,Andhra Pradesh,Tirupati,Semi-Urban,4,42,Postgraduate,Salaried,61600,18390,10570,4380,8350,1720,5410,3710,1700,1200,0,0,3260,1380,Emergency_Fund,9.9,Yes,Two_Wheeler,Low,68
HH05959,West Bengal,Kolkata,Rural,4,25,Graduate,Self-Employed,59300,17920,10070,4570,5750,4690,3350,1970,2170,1480,0,0,4480,940,Home,4.2,Yes,None,Medium,62
HH05960,Karnataka,Mysuru,Rural,4,49,Graduate,Self-Employed,54300,12840,8230,3980,6530,2700,4050,3820,1270,1120,0,0,5350,1350,Home,18,Yes,None,Low,75
HH05961,Andhra Pradesh,Vijayawada,Urban,2,42,Secondary,Self-Employed,38400,8850,6510,2770,1680,1090,2170,3290,1570,1090,353000,4790,3370,560,Education,11.9,Yes,Two_Wheeler,Medium,63
HH05962,Telangana,Nizamabad,Semi-Urban,3,25,Secondary,Salaried,44900,4380,9210,2890,3240,2540,3830,1380,480,1480,283000,7910,5240,1190,Home,18,Yes,Car,Low,65
HH05963,Maharashtra,Pune,Semi-Urban,2,34,Below Secondary,Salaried,16800,1060,2500,1620,2130,760,830,940,640,310,0,0,3360,1570,None,18,Yes,Two_Wheeler,Very Low,90
HH05964,Karnataka,Bengaluru,Semi-Urban,6,41,Graduate,Salaried,54500,11550,9650,5180,3390,3430,5090,1930,2240,1280,0,0,7680,3480,Emergency_Fund,6.4,Yes,None,Low,73
HH05965,West Bengal,Kolkata,Semi-Urban,4,28,Graduate,Daily Wage,32500,4570,4110,2970,2850,1180,1950,1050,380,1490,0,0,9570,1490,Education,18,Yes,None,Very Low,95
HH05966,Karnataka,Bengaluru,Urban,5,53,Diploma,Salaried,36200,10290,10510,3450,2430,1230,2490,3190,1040,890,0,0,310,160,Retirement,0.8,Yes,Car,Medium,48
HH05967,Gujarat,Ahmedabad,Rural,7,46,Secondary,Government,33700,11130,6550,3160,2380,960,2870,2390,710,1280,229000,6080,-2630,0,Home,0,Yes,Two_Wheeler,High,30
HH05968,Karnataka,Mangaluru,Semi-Urban,3,50,Graduate,Salaried,42500,4080,7810,3260,4120,2000,3480,1340,900,1600,481000,12430,1200,530,Vehicle,3.8,Yes,Two_Wheeler,High,36
HH05969,Kerala,Kochi,Rural,2,35,Secondary,Salaried,27900,4770,2500,1010,220,1010,1990,1040,530,940,309000,8650,3430,1430,Retirement,18,Yes,Two_Wheeler,Medium,58
HH05970,Gujarat,Surat,Urban,3,48,Postgraduate,Salaried,108900,13860,16940,7070,15230,7690,10580,4660,2140,2300,1249000,27050,830,250,Vehicle,0.6,Yes,Two_Wheeler,High,32
HH05971,Tamil Nadu,Chennai,Urban,5,38,Graduate,Salaried,82700,22350,17330,6520,3920,2900,6830,4650,1020,2940,325000,6140,5860,1990,Education,13.4,Yes,Two_Wheeler_and_Car,Medium,64
HH05972,Andhra Pradesh,Tirupati,Semi-Urban,4,42,Graduate,Salaried,86300,8830,14040,5480,6810,2780,3940,3830,980,2650,0,0,26150,7260,Emergency_Fund,18,No,Car,Very Low,99
HH05973,Delhi,New Delhi,Semi-Urban,2,47,Postgraduate,Salaried,168600,37750,24720,9650,20,6640,10460,8500,4160,8140,0,0,30280,10340,Emergency_Fund,13.3,Yes,None,Very Low,88
HH05974,Odisha,Cuttack,Urban,2,43,Graduate,Self-Employed,120300,26250,19060,7590,1020,8890,9720,6060,4310,3150,897000,20310,8470,1700,Business,2.4,Yes,Two_Wheeler,Medium,48
HH05975,Odisha,Cuttack,Urban,5,51,Graduate,Retired,20700,3440,2940,1980,1070,1400,1760,1710,400,860,0,0,4170,1270,Business,8.2,Yes,Two_Wheeler,Very Low,81
HH05976,Karnataka,Bengaluru,Semi-Urban,5,45,Graduate,Daily Wage,22400,5450,5070,2720,1400,850,1320,1400,710,780,0,0,2250,650,Home,3.2,Yes,Two_Wheeler,Medium,61
HH05977,Gujarat,Vadodara,Rural,2,40,Secondary,Self-Employed,72400,4230,10150,4110,310,3490,3590,3430,1680,2930,0,0,31910,9660,Education,18,Yes,Two_Wheeler,Very Low,100
HH05978,Tamil Nadu,Coimbatore,Urban,5,52,Secondary,Salaried,42100,5640,7840,3850,3860,1670,2770,2340,1210,1030,136000,2340,6040,1530,Education,18,Yes,Two_Wheeler,Low,76
HH05979,Telangana,Hyderabad,Urban,3,53,Graduate,Government,57900,4150,10580,3810,2500,1900,3820,3860,1970,2660,0,0,11820,5190,Emergency_Fund,18,Yes,Two_Wheeler_and_Car,Very Low,92
HH05980,West Bengal,Siliguri,Urban,2,45,Secondary,Self-Employed,64000,21680,9160,2640,2670,1900,4610,1950,1380,2240,0,0,9680,2420,Emergency_Fund,18,Yes,Two_Wheeler,Very Low,81
HH05981,Maharashtra,Nagpur,Urban,3,56,Graduate,Daily Wage,32600,7350,3520,2020,4390,2150,2030,1830,660,670,0,0,5800,2340,Retirement,14.9,Yes,Two_Wheeler,Very Low,82
HH05982,Delhi,New Delhi,Urban,5,42,Secondary,Retired,75600,21800,13710,5360,9010,2130,5450,2620,2990,2470,623000,14270,-2440,0,Home,0,Yes,Car,High,32
HH05983,Rajasthan,Udaipur,Urban,5,43,Diploma,Salaried,53600,9310,8690,5130,5600,2250,4200,3040,1340,1200,0,0,9820,3800,Vehicle,18,Yes,Two_Wheeler,Very Low,82
HH05984,Tamil Nadu,Chennai,Semi-Urban,4,44,Graduate,Salaried,173100,22260,30070,10400,15640,10160,8470,12480,5920,5760,1098000,28160,13580,5940,Business,12.1,Yes,Car,Medium,62
HH05985,West Bengal,Kolkata,Urban,3,43,Secondary,Salaried,,13520,6470,2530,3230,2330,2430,3490,1030,780,261000,7100,-2520,0,Emergency_Fund,0,Yes,None,High,31
HH05986,Tamil Nadu,Coimbatore,Urban,4,41,Secondary,Salaried,37100,11130,6610,3200,2510,1310,3240,3110,770,640,116000,1970,2120,350,Emergency_Fund,7.9,Yes,Two_Wheeler,Medium,60
HH05987,Andhra Pradesh,Madanapalle,Rural,4,38,Graduate,Self-Employed,33100,2400,7250,1280,3310,2410,2610,1760,470,1370,246000,6430,3090,770,Education,10.3,Yes,Two_Wheeler_and_Car,Medium,59
HH05988,Tamil Nadu,Madurai,Urban,4,35,Secondary,Retired,22800,6210,2880,2890,2000,740,1160,690,650,440,0,0,2700,1460,Emergency_Fund,11,Yes,Two_Wheeler,Low,78
