Household_ID,State,City,City_Type,Household_Size,Age_of_Household_Head,Education_Level,Employment_Status,Monthly_Income_INR,Rent_EMI_INR,Food_Expense_INR,Utilities_INR,Education_Expense_INR,Healthcare_Expense_INR,Transport_Expense_INR,Shopping_Expense_INR,Entertainment_Expense_INR,Other_Expenses_INR,Loan_Amount_INR,Monthly_Loan_Payment_INR,Savings_INR,Investment_INR,Financial_Goal,Emergency_Fund_Months,Internet_Access,Vehicle_Ownership,Financial_Stress_Level,Financial_Health_Score,Total_Expenses_INR,Savings_Rate,Loan_Burden_Ratio,Expense_Ratio,Income_Per_Person,Expense_Per_Person,Overspending_Flag,Low_Savings_Flag,High_Loan_Burden_Flag,High_Stress_Flag,Financial_Vulnerability_Score,Financial_Vulnerability_Category
HH04189,Andhra Pradesh,Vijayawada,Rural,2,33,Graduate,Daily Wage,27800.0,3570,6830.0,1690,2340,2000.0,2570,1420,1100,840,0,0,4220.0,1330,Retirement,18.0,Yes,Two_Wheeler,Low,78,22360.0,15.179856115107915,0.0,80.43165467625899,13900.0,11180.0,0,0,0,0,0,Low Risk
HH04190,Maharashtra,Mumbai,Semi-Urban,6,47,Diploma,Unemployed,15300.0,4760,2830.0,2500,1710,1220.0,1490,810,370,730,120000,2820,-3330.0,0,Education,0.0,Yes,Car,High,23,16420.0,-21.764705882352942,18.43137254901961,107.3202614379085,2550.0,2736.6666666666665,1,1,0,1,3,Very High Risk
HH04191,Andhra Pradesh,Tirupati,Semi-Urban,5,48,Graduate,Self-Employed,59400.0,10610,10720.0,4160,7310,3630.0,2750,3910,2300,2030,461000,5550,3870.0,1760,Retirement,8.1,Yes,Two_Wheeler,Medium,61,47420.0,6.515151515151516,9.343434343434344,79.83164983164983,11880.0,9484.0,0,1,0,0,1,Moderate Risk
HH04192,Gujarat,Ahmedabad,Semi-Urban,5,51,Graduate,Government,150300.0,36680,28900.0,9000,12970,11060.0,10420,6210,5550,6460,917000,24380,-1090.0,0,Home,0.0,Yes,Two_Wheeler,High,35,127250.0,-0.7252162341982701,16.220891550232867,84.66400532268796,30060.0,25450.0,0,1,0,1,2,High Risk
HH04193,Delhi,New Delhi,Semi-Urban,6,38,Postgraduate,Salaried,71100.0,10990,11870.0,5850,3520,3310.0,3730,3370,2700,2480,0,0,15930.0,2590,Retirement,18.0,Yes,Car,Very Low,89,47820.0,22.40506329113924,0.0,67.25738396624472,11850.0,7970.0,0,0,0,0,0,Low Risk
HH04194,Rajasthan,Udaipur,Semi-Urban,4,51,Below Secondary,Unemployed,12600.0,3000,2500.0,1470,570,610.0,740,500,450,480,75000,1000,690.0,350,Emergency_Fund,3.6,Yes,Car,Medium,54,10320.0,5.476190476190476,7.936507936507936,81.9047619047619,3150.0,2580.0,0,1,0,0,1,Moderate Risk
HH04195,Karnataka,Mangaluru,Urban,2,58,Graduate,Salaried,22000.0,4830,3070.0,1260,340,1520.0,1750,790,590,460,0,0,5360.0,1730,Retirement,18.0,Yes,Two_Wheeler_and_Car,Very Low,91,14610.0,24.363636363636363,0.0,66.4090909090909,11000.0,7305.0,0,0,0,0,0,Low Risk
HH04196,Maharashtra,Nagpur,Rural,5,25,Secondary,Daily Wage,33400.0,5930,6090.0,2640,2740,1110.0,2240,2390,1310,520,249000,6840,1240.0,400,Education,3.2,Yes,Car,Medium,42,24970.0,3.7125748502994016,20.479041916167663,74.76047904191617,6680.0,4994.0,0,1,1,0,2,High Risk
HH04197,Andhra Pradesh,Guntur,Urban,2,44,Graduate,Self-Employed,99000.0,30820,17080.0,6770,530,4620.0,5230,4960,1910,1680,605000,11140,10310.0,3680,Home,16.9,Yes,Two_Wheeler_and_Car,Low,66,73600.0,10.414141414141415,11.252525252525253,74.34343434343434,49500.0,36800.0,0,0,0,0,0,Low Risk
HH04198,Uttar Pradesh,Varanasi,Rural,5,28,Postgraduate,Government,78300.0,16980,13000.0,4970,7010,2420.0,6640,3150,3100,2540,0,0,8540.0,3630,Education,6.2,Yes,Unknown,Low,73,59810.0,10.906768837803321,0.0,76.38569604086845,15660.0,11962.0,0,0,0,0,0,Low Risk
HH04199,Telangana,Nizamabad,Urban,4,36,Graduate,Self-Employed,99900.0,10800,17720.0,6380,7490,3550.0,9510,5240,1310,4620,1028000,23600,6280.0,3060,Home,6.7,Yes,Unknown,Medium,49,66620.0,6.286286286286286,23.623623623623622,66.6866866866867,24975.0,16655.0,0,1,1,0,2,High Risk
HH04200,Andhra Pradesh,Guntur,Urban,1,37,Graduate,Salaried,44100.0,11200,5340.0,2590,630,3310.0,2030,2900,1940,770,257000,5870,5100.0,2320,Retirement,6.4,Yes,Two_Wheeler,Medium,62,30710.0,11.564625850340136,13.310657596371883,69.63718820861679,44100.0,30710.0,0,0,0,0,0,Low Risk
HH04201,Telangana,Hyderabad,Urban,2,43,Secondary,Unemployed,14800.0,1000,2500.0,1640,2140,970.0,950,730,310,400,0,0,3430.0,1750,Emergency_Fund,18.0,Yes,Unknown,Very Low,87,10640.0,23.175675675675674,0.0,71.89189189189189,7400.0,5320.0,0,0,0,0,0,Low Risk
HH04202,Rajasthan,Udaipur,Urban,4,47,Postgraduate,Salaried,185300.0,25000,34230.0,10770,15520,6880.0,9640,10170,6410,7280,0,0,37130.0,18290,Home,18.0,Yes,Unknown,Very Low,88,125900.0,20.037776578521317,0.0,67.94387479762547,46325.0,31475.0,0,0,0,0,0,Low Risk
HH04203,Andhra Pradesh,Madanapalle,Urban,4,52,Diploma,Salaried,31100.0,5120,5340.0,2270,3370,1140.0,2010,2510,1330,1080,222000,3740,2230.0,1190,Education,3.4,Yes,Two_Wheeler,Medium,52,24170.0,7.170418006430868,12.02572347266881,77.71704180064309,7775.0,6042.5,0,1,0,0,1,Moderate Risk
HH04204,Kerala,Kozhikode,Semi-Urban,3,46,Below Secondary,Retired,12300.0,1760,2500.0,1810,1670,550.0,1020,1050,280,440,0,0,1030.0,300,Unknown,16.3,Yes,Two_Wheeler,Low,70,11080.0,8.3739837398374,0.0,90.08130081300813,4100.0,3693.3333333333335,0,1,0,0,1,Moderate Risk
HH04205,Gujarat,Surat,Semi-Urban,2,50,Below Secondary,Salaried,17700.0,4620,2500.0,2700,1520,560.0,940,1360,740,750,0,0,1580.0,700,Retirement,18.0,No,Car,Low,71,15690.0,8.926553672316384,0.0,88.64406779661017,8850.0,7845.0,0,1,0,0,1,Moderate Risk
HH04206,Gujarat,Ahmedabad,Urban,4,34,Graduate,Salaried,63700.0,8220,12520.0,4200,6070,1680.0,2900,4150,2500,3180,0,0,8520.0,3850,Education,13.3,Yes,Car,Very Low,82,45420.0,13.37519623233909,0.0,71.30298273155417,15925.0,11355.0,0,0,0,0,0,Low Risk
HH04207,Telangana,Hyderabad,Urban,5,54,Graduate,Salaried,149600.0,39890,25990.0,9140,13700,10850.0,13570,7610,3040,7320,0,0,9920.0,2330,Home,14.7,Yes,Two_Wheeler_and_Car,Low,70,131110.0,6.631016042780749,0.0,87.6403743315508,29920.0,26222.0,0,1,0,0,1,Moderate Risk
HH04208,Andhra Pradesh,Vijayawada,Semi-Urban,5,25,Graduate,Salaried,65300.0,15120,11700.0,6070,6890,5020.0,5920,5630,660,1780,622000,12190,-4380.0,0,Unknown,0.0,Yes,Two_Wheeler_and_Car,High,30,58790.0,-6.70750382848392,18.6676875957121,90.03062787136294,13060.0,11758.0,0,1,0,1,2,High Risk
HH04209,Maharashtra,Nagpur,Rural,5,58,Graduate,Retired,53500.0,7840,8880.0,4000,5130,3620.0,3460,4450,2090,1960,0,0,5480.0,1670,Education,18.0,Yes,Two_Wheeler,Low,78,41430.0,10.242990654205608,0.0,77.43925233644859,10700.0,8286.0,0,0,0,0,0,Low Risk
HH04210,Telangana,Warangal,Urban,4,56,Graduate,Government,29100.0,1750,2500.0,2420,3130,2690.0,2760,2070,1010,940,0,0,5870.0,2680,Business,7.0,Yes,Unknown,Very Low,84,19270.0,20.171821305841924,0.0,66.21993127147766,7275.0,4817.5,0,0,0,0,0,Low Risk
HH04211,West Bengal,Kolkata,Rural,4,51,Postgraduate,Salaried,37000.0,8320,6790.0,3130,3680,1870.0,1680,2160,430,850,351000,6440,990.0,450,Emergency_Fund,2.2,No,Two_Wheeler,Medium,42,28910.0,2.675675675675676,17.405405405405403,78.13513513513513,9250.0,7227.5,0,1,0,0,1,Moderate Risk
HH04212,Tamil Nadu,Madurai,Urban,3,64,Graduate,Self-Employed,53800.0,13300,8300.0,3910,7400,5580.0,3670,2080,630,1190,615000,7410,240.0,100,Unknown,0.8,Yes,Two_Wheeler,High,38,46060.0,0.44609665427509293,13.773234200743495,85.61338289962825,17933.333333333332,15353.333333333334,0,1,0,1,2,High Risk
HH04213,Maharashtra,Pune,Semi-Urban,2,28,Diploma,Self-Employed,48500.0,19840,18590.0,6990,2980,7890.0,7830,5390,1230,3380,424000,7020,25680.0,10050,Retirement,18.0,No,Two_Wheeler,Very Low,84,74120.0,52.948453608247426,14.47422680412371,152.82474226804123,24250.0,37060.0,1,0,0,0,1,Moderate Risk
HH04214,Andhra Pradesh,Vijayawada,Semi-Urban,1,51,Postgraduate,Daily Wage,39400.0,11570,6410.0,2900,2110,2900.0,2510,1480,1540,1160,282000,6380,200.0,80,Retirement,0.4,Yes,Two_Wheeler_and_Car,High,37,32580.0,0.5076142131979695,16.19289340101523,82.69035532994924,39400.0,32580.0,0,1,0,1,2,High Risk
HH04215,Delhi,New Delhi,Urban,6,45,Postgraduate,Self-Employed,83300.0,13960,17750.0,5380,10230,2990.0,5030,2560,890,1260,432000,5410,13230.0,4980,Home,18.0,Yes,Two_Wheeler,Low,76,60050.0,15.88235294117647,6.494597839135655,72.08883553421369,13883.333333333334,10008.333333333334,0,0,0,0,0,Low Risk
HH04216,Telangana,Nizamabad,Urban,4,46,Graduate,Salaried,76400.0,6430,14360.0,5090,4420,4730.0,4590,3110,2540,2580,0,0,20660.0,9670,Emergency_Fund,18.0,Yes,Car,Very Low,94,47850.0,27.041884816753925,0.0,62.63089005235602,19100.0,11962.5,0,0,0,0,0,Low Risk
HH04217,West Bengal,Kolkata,Semi-Urban,1,34,Graduate,Unemployed,16200.0,1630,3040.0,1680,1080,1290.0,950,740,220,760,154000,2640,1180.0,230,Home,2.7,Yes,Two_Wheeler_and_Car,Medium,50,11390.0,7.28395061728395,16.296296296296298,70.30864197530863,16200.0,11390.0,0,1,0,0,1,Moderate Risk
HH04218,Andhra Pradesh,Guntur,Urban,4,48,Postgraduate,Salaried,206700.0,54770,38220.0,11220,12450,15500.0,17400,7260,7490,3450,1044000,27230,5890.0,2940,Emergency_Fund,5.1,Yes,Two_Wheeler_and_Car,Medium,49,167760.0,2.849540396710208,13.173681664247702,81.1611030478955,51675.0,41940.0,0,1,0,0,1,Moderate Risk
HH04219,Odisha,Cuttack,Urban,3,47,Graduate,Unemployed,56400.0,5560,9900.0,3190,4470,4360.0,5290,2220,1020,2790,499000,8780,5140.0,2230,Home,18.0,Yes,Two_Wheeler,Medium,64,38800.0,9.113475177304965,15.567375886524824,68.79432624113475,18800.0,12933.333333333334,0,1,0,0,1,Moderate Risk
HH04220,West Bengal,Siliguri,Urban,4,38,Secondary,Salaried,91500.0,28400,16610.0,6390,6880,7230.0,9090,6620,2270,4320,580000,13880,-6850.0,0,Retirement,0.0,Yes,Car,High,32,87810.0,-7.4863387978142075,15.169398907103826,95.9672131147541,22875.0,21952.5,0,1,0,1,2,High Risk
HH04221,Telangana,Warangal,Semi-Urban,5,43,Postgraduate,Self-Employed,113700.0,22500,21350.0,7540,14800,5370.0,8250,7850,4650,3720,987000,25510,-6150.0,0,Emergency_Fund,0.0,Yes,Car,High,29,96030.0,-5.408970976253298,22.43623570800352,84.45910290237467,22740.0,19206.0,0,1,1,1,3,Very High Risk
HH04222,Andhra Pradesh,Vijayawada,Urban,5,32,Graduate,Salaried,54500.0,10850,10740.0,3920,5150,1930.0,3660,3630,600,1410,0,0,9090.0,2590,Emergency_Fund,18.0,Yes,Unknown,Very Low,81,41890.0,16.678899082568808,0.0,76.86238532110092,10900.0,8378.0,0,0,0,0,0,Low Risk
HH04223,Tamil Nadu,Madurai,Urban,5,40,Graduate,Retired,57100.0,15510,11630.0,4550,4120,2220.0,5460,3600,810,1320,456000,5730,1170.0,370,Retirement,2.1,Yes,Two_Wheeler,Medium,45,49220.0,2.0490367775831873,10.035026269702277,86.19964973730298,11420.0,9844.0,0,1,0,0,1,Moderate Risk
HH04224,Telangana,Hyderabad,Rural,6,53,Diploma,Self-Employed,17400.0,5620,4250.0,2680,1700,1260.0,1530,770,320,780,68000,1830,-1560.0,0,Education,0.0,Yes,Two_Wheeler,High,34,18910.0,-8.96551724137931,10.517241379310345,108.67816091954023,2900.0,3151.6666666666665,1,1,0,1,3,Very High Risk
HH04225,Telangana,Hyderabad,Semi-Urban,3,53,Below Secondary,Retired,19000.0,1780,2880.0,1350,1770,1570.0,1320,780,230,700,0,0,4560.0,2050,Emergency_Fund,18.0,Yes,Car,Very Low,91,12380.0,24.0,0.0,65.15789473684211,6333.333333333333,4126.666666666667,0,0,0,0,0,Low Risk
HH04226,Uttar Pradesh,Varanasi,Urban,5,51,Secondary,Daily Wage,14300.0,4170,5900.0,2000,1960,750.0,920,550,510,270,0,0,-2020.0,0,Emergency_Fund,0.0,Yes,Two_Wheeler,High,38,17030.0,-14.125874125874127,0.0,119.0909090909091,2860.0,3406.0,1,1,0,1,3,Very High Risk
HH04227,Kerala,Thiruvananthapuram,Urban,6,53,Diploma,Salaried,77500.0,13460,17950.0,5170,4670,3140.0,3900,5070,2140,2600,0,0,16220.0,2820,Unknown,14.3,Yes,Car,Very Low,84,58100.0,20.929032258064517,0.0,74.96774193548387,12916.666666666666,9683.333333333334,0,0,0,0,0,Low Risk
HH04228,Telangana,Hyderabad,Urban,3,53,Graduate,Salaried,66300.0,7280,9780.0,4970,7720,2010.0,3770,2480,2200,2360,0,0,14860.0,7440,Retirement,15.7,Yes,Unknown,Very Low,91,42570.0,22.413273001508298,0.0,64.2081447963801,22100.0,14190.0,0,0,0,0,0,Low Risk
HH04229,Delhi,New Delhi,Urban,5,38,Graduate,Retired,65900.0,11350,12510.0,4090,3020,2810.0,6500,4230,2030,1540,0,0,8740.0,2800,Education,14.2,Yes,Two_Wheeler,Very Low,82,48080.0,13.262518968133536,0.0,72.95902883156297,13180.0,9616.0,0,0,0,0,0,Low Risk
HH04230,Karnataka,Mysuru,Urban,7,47,Graduate,Self-Employed,102300.0,24540,24310.0,7310,7970,3840.0,9090,7120,1900,3950,524000,14480,3460.0,0,Emergency_Fund,0.0,Yes,Two_Wheeler,High,36,90030.0,3.3822091886608017,14.1544477028348,88.00586510263929,14614.285714285714,12861.42857142857,0,1,0,1,2,High Risk
HH04231,Odisha,Bhubaneswar,Urban,5,54,Diploma,Retired,68400.0,5530,11670.0,5410,5640,5640.0,4680,4060,2890,2340,748000,17170,1530.0,480,Emergency_Fund,5.1,Yes,Car,Medium,41,47860.0,2.236842105263158,25.10233918128655,69.97076023391813,13680.0,9572.0,0,1,1,0,2,High Risk
HH04232,Andhra Pradesh,Tirupati,Urban,2,32,Secondary,Government,40400.0,6210,4370.0,3720,490,3030.0,3290,1500,890,1010,174000,2820,7030.0,1910,Home,16.6,Yes,Car,Very Low,82,24510.0,17.4009900990099,6.980198019801981,60.668316831683164,20200.0,12255.0,0,0,0,0,0,Low Risk
HH04233,Gujarat,Ahmedabad,Semi-Urban,3,32,Graduate,Daily Wage,13600.0,4200,6270.0,1400,700,550.0,700,500,360,290,0,0,-940.0,0,Unknown,0.0,Yes,Car,Medium,42,14970.0,-6.911764705882353,0.0,110.07352941176471,4533.333333333333,4990.0,1,1,0,0,2,High Risk
HH04234,Gujarat,Surat,Urban,5,31,Graduate,Self-Employed,189700.0,29470,35310.0,13060,16540,8460.0,18510,15310,3890,4590,1602000,26140,11270.0,5640,Business,11.6,Yes,Two_Wheeler,Medium,60,145140.0,5.940959409594096,13.779652082235108,76.51027938850817,37940.0,29028.0,0,1,0,0,1,Moderate Risk
HH04235,Andhra Pradesh,Madanapalle,Urban,6,28,Diploma,Government,51200.0,16310,7310.0,3750,3460,2040.0,3850,3790,790,1770,310000,6230,860.0,450,Emergency_Fund,3.5,Yes,Two_Wheeler,Medium,46,43070.0,1.6796875,12.16796875,84.12109375,8533.333333333334,7178.333333333333,0,1,0,0,1,Moderate Risk
HH04236,Telangana,Hyderabad,Rural,1,35,Secondary,Retired,23800.0,3950,2500.0,1850,650,1040.0,2070,1850,660,720,114000,2700,3740.0,590,Home,18.0,Yes,Two_Wheeler,Low,74,15290.0,15.714285714285714,11.344537815126051,64.2436974789916,23800.0,15290.0,0,0,0,0,0,Low Risk
HH04237,Tamil Nadu,Madurai,Urban,3,39,Secondary,Government,97600.0,12650,15560.0,5770,4780,4550.0,7880,4430,1260,3570,1045000,22830,7870.0,2050,Home,10.5,Yes,Unknown,Medium,58,60450.0,8.063524590163935,23.391393442622952,61.93647540983606,32533.333333333332,20150.0,0,1,1,0,2,High Risk
HH04238,Uttar Pradesh,Lucknow,Semi-Urban,3,58,Graduate,Unemployed,15800.0,1180,3840.0,2440,1250,1390.0,1230,1070,570,560,117000,1940,250.0,90,Education,1.1,Yes,Two_Wheeler,Medium,41,13530.0,1.5822784810126582,12.278481012658228,85.63291139240506,5266.666666666667,4510.0,0,1,0,0,1,Moderate Risk
HH04239,Delhi,New Delhi,Urban,4,40,Graduate,Salaried,40200.0,12140,7200.0,3170,4730,1120.0,2990,2110,950,1460,0,0,2190.0,1100,Business,12.2,Yes,Car,Low,69,35870.0,5.447761194029851,0.0,89.22885572139303,10050.0,8967.5,0,1,0,0,1,Moderate Risk
HH04240,West Bengal,Kolkata,Urban,5,30,Graduate,Daily Wage,108400.0,35040,18480.0,6700,14800,7350.0,5890,6380,4340,2290,0,0,3940.0,1790,Retirement,4.2,Yes,Car,Medium,57,101270.0,3.6346863468634685,0.0,93.42250922509226,21680.0,20254.0,0,1,0,0,1,Moderate Risk
HH04241,Gujarat,Vadodara,Urban,4,45,Postgraduate,Self-Employed,65600.0,5870,7270.0,5230,5860,2380.0,4770,3930,690,2380,616000,10950,8270.0,3170,Education,18.0,Yes,Two_Wheeler,Low,70,38380.0,12.606707317073171,16.692073170731707,58.50609756097561,16400.0,9595.0,0,0,0,0,0,Low Risk
HH04242,Rajasthan,Jodhpur,Urban,4,42,Graduate,Salaried,169200.0,43440,30850.0,10090,23690,12150.0,16710,9410,4950,5980,1703000,27830,-12520.0,0,Emergency_Fund,0.0,Yes,Two_Wheeler_and_Car,High,31,157270.0,-7.399527186761229,16.447990543735223,92.94917257683215,42300.0,39317.5,0,1,0,1,2,High Risk
HH04243,Maharashtra,Mumbai,Semi-Urban,4,37,Graduate,Government,74600.0,20840,13370.0,4450,3300,5710.0,3590,3320,2430,1510,0,0,11890.0,3800,Home,8.0,Yes,Two_Wheeler_and_Car,Low,77,58520.0,15.93833780160858,0.0,78.44504021447722,18650.0,14630.0,0,0,0,0,0,Low Risk
HH04244,Maharashtra,Mumbai,Urban,4,39,Secondary,Self-Employed,93200.0,26110,18400.0,5970,3960,5220.0,5970,4390,1880,4590,752000,11540,4310.0,1040,Home,4.8,Yes,Unknown,Medium,50,76490.0,4.624463519313305,12.381974248927039,82.07081545064378,23300.0,19122.5,0,1,0,0,1,Moderate Risk
HH04245,West Bengal,Siliguri,Urban,5,54,Unknown,Unemployed,31200.0,4370,4970.0,3470,2430,2120.0,2820,1180,450,840,150000,3430,3950.0,2020,Home,6.7,Yes,Car,Medium,64,22650.0,12.660256410256409,10.993589743589743,72.59615384615384,6240.0,4530.0,0,0,0,0,0,Low Risk
HH04246,Karnataka,Mangaluru,Urban,2,31,Secondary,Government,48000.0,11140,6980.0,3070,1120,1740.0,3940,3020,1040,750,509000,12990,1480.0,450,Retirement,4.1,Yes,Two_Wheeler,High,39,32800.0,3.0833333333333335,27.0625,68.33333333333333,24000.0,16400.0,0,1,1,1,3,Very High Risk
HH04247,Rajasthan,Udaipur,Urban,1,29,Secondary,Salaried,71600.0,22960,9350.0,3990,1820,3500.0,3920,6360,1930,3010,386000,10760,2620.0,960,Vehicle,1.3,Yes,Two_Wheeler_and_Car,Medium,43,56840.0,3.6592178770949726,15.027932960893855,79.3854748603352,71600.0,56840.0,0,1,0,0,1,Moderate Risk
HH04248,Andhra Pradesh,Visakhapatnam,Urban,6,48,Secondary,Unemployed,44100.0,7410,7980.0,3920,5650,2200.0,2370,2420,790,1910,0,0,6530.0,2180,Emergency_Fund,18.0,Yes,Two_Wheeler,Low,79,34650.0,14.807256235827666,0.0,78.57142857142857,7350.0,5775.0,0,0,0,0,0,Low Risk
HH04249,Telangana,Warangal,Urban,4,38,Unknown,Salaried,82400.0,14650,15230.0,4330,7890,5720.0,5860,6100,3500,3890,806000,11160,3280.0,1220,Retirement,8.8,Yes,Unknown,Medium,55,67170.0,3.9805825242718447,13.54368932038835,81.51699029126213,20600.0,16792.5,0,1,0,0,1,Moderate Risk
HH04250,Rajasthan,Udaipur,Urban,3,58,Secondary,Government,102100.0,32760,16250.0,7800,7920,5340.0,6140,4620,2410,4650,365000,9500,3520.0,870,Emergency_Fund,5.1,Yes,Two_Wheeler,Medium,51,87890.0,3.447600391772772,9.30460333006856,86.0822722820764,34033.333333333336,29296.666666666668,0,1,0,0,1,Moderate Risk
HH04251,Tamil Nadu,Coimbatore,Semi-Urban,4,43,Graduate,Self-Employed,85800.0,28130,12740.0,5690,3650,3690.0,4670,7440,1920,1310,0,0,9080.0,1420,Retirement,14.8,Yes,Two_Wheeler,Low,76,69240.0,10.582750582750583,0.0,80.69930069930071,21450.0,17310.0,0,0,0,0,0,Low Risk
HH04252,Telangana,Hyderabad,Semi-Urban,5,43,Graduate,Salaried,54800.0,16460,12370.0,4750,2330,4340.0,4960,2830,1870,1260,602000,16030,-9640.0,0,Unknown,0.0,Yes,Car,High,19,51170.0,-17.59124087591241,29.251824817518248,93.37591240875912,10960.0,10234.0,0,1,1,1,3,Very High Risk
HH04253,Telangana,Hyderabad,Urban,2,51,Diploma,Salaried,40600.0,6680,6570.0,3480,960,2330.0,3440,2050,1800,800,207000,3030,6750.0,3360,Vehicle,7.6,Yes,Car,Low,73,28110.0,16.625615763546797,7.463054187192118,69.23645320197043,20300.0,14055.0,0,0,0,0,0,Low Risk
HH04254,Delhi,New Delhi,Rural,4,29,Secondary,Government,87900.0,25820,16620.0,5300,5730,5740.0,6030,4140,2260,3590,275000,7550,3300.0,720,Unknown,6.9,Yes,Car,Medium,55,75230.0,3.754266211604096,8.589306029579067,85.58589306029579,21975.0,18807.5,0,1,0,0,1,Moderate Risk
HH04255,Rajasthan,Jodhpur,Urban,2,47,Graduate,Retired,34900.0,6890,7330.0,1780,1990,2110.0,1900,1600,1530,1440,308000,7590,540.0,290,Emergency_Fund,2.9,Yes,Unknown,High,38,26570.0,1.5472779369627507,21.74785100286533,76.13180515759312,17450.0,13285.0,0,1,1,1,3,Very High Risk
HH04256,Andhra Pradesh,Visakhapatnam,Urban,6,41,Postgraduate,Unemployed,20200.0,6510,3760.0,3410,1180,1200.0,920,800,340,350,109000,2070,-240.0,0,Business,0.0,Yes,Car,High,38,18470.0,-1.188118811881188,10.247524752475247,91.43564356435644,3366.6666666666665,3078.3333333333335,0,1,0,1,2,High Risk
HH04257,Andhra Pradesh,Madanapalle,Semi-Urban,4,53,Diploma,Unemployed,16200.0,2220,2570.0,1480,730,1180.0,860,1410,550,750,0,0,3690.0,1590,Education,7.7,No,Two_Wheeler,Very Low,83,11750.0,22.77777777777778,0.0,72.53086419753086,4050.0,2937.5,0,0,0,0,0,Low Risk
HH04258,Maharashtra,Pune,Semi-Urban,6,38,Graduate,Salaried,28500.0,7270,4130.0,2870,3670,1040.0,1780,1550,940,1260,246000,6610,-1360.0,0,Home,0.0,Yes,Two_Wheeler,High,29,24510.0,-4.771929824561403,23.192982456140353,86.0,4750.0,4085.0,0,1,1,1,3,Very High Risk
HH04259,Odisha,Cuttack,Urban,5,46,Postgraduate,Salaried,67000.0,13960,14010.0,4550,6430,2650.0,3980,5200,1990,1790,478000,8070,2360.0,440,Unknown,4.2,Yes,Two_Wheeler,Medium,49,54560.0,3.522388059701492,12.044776119402984,81.43283582089552,13400.0,10912.0,0,1,0,0,1,Moderate Risk
HH04260,Karnataka,Mangaluru,Rural,6,41,Graduate,Salaried,34000.0,2360,4530.0,1870,2780,2510.0,2040,2610,1040,600,304000,4370,5620.0,1610,Home,18.0,Yes,Two_Wheeler,Low,76,20340.0,16.52941176470588,12.852941176470589,59.82352941176471,5666.666666666667,3390.0,0,0,0,0,0,Low Risk
HH04261,Odisha,Bhubaneswar,Rural,3,48,Graduate,Unemployed,10000.0,3000,2500.0,1180,750,590.0,700,500,200,420,92000,2330,-1550.0,0,Home,0.0,Yes,Two_Wheeler_and_Car,High,23,9840.0,-15.5,23.3,98.4,3333.3333333333335,3280.0,0,1,1,1,3,Very High Risk
HH04262,Uttar Pradesh,Varanasi,Urban,2,42,Diploma,Salaried,33600.0,3940,5950.0,2310,350,2210.0,1650,1370,1500,1470,220000,5070,4540.0,1280,Unknown,14.5,Yes,Car,Low,70,20750.0,13.511904761904761,15.089285714285714,61.75595238095239,16800.0,10375.0,0,0,0,0,0,Low Risk
HH04263,Karnataka,Bengaluru,Urban,6,46,Below Secondary,Government,47000.0,2970,7510.0,4620,3530,3610.0,2320,1560,930,2260,0,0,14380.0,2710,Home,18.0,Yes,Two_Wheeler,Very Low,96,29310.0,30.595744680851062,0.0,62.361702127659576,7833.333333333333,4885.0,0,0,0,0,0,Low Risk
HH04264,Rajasthan,Udaipur,Semi-Urban,6,60,Graduate,Unemployed,29800.0,7220,7860.0,2910,2410,2120.0,2940,2430,1170,600,131000,2470,-1400.0,0,Home,0.0,Yes,Two_Wheeler,High,38,29660.0,-4.697986577181208,8.288590604026846,99.53020134228187,4966.666666666667,4943.333333333333,0,1,0,1,2,High Risk
HH04265,West Bengal,Kolkata,Rural,6,41,Postgraduate,Self-Employed,57000.0,8380,8530.0,4320,2710,4540.0,3020,3830,2380,1360,0,0,12480.0,4080,Business,18.0,Yes,Two_Wheeler,Very Low,88,39070.0,21.894736842105264,0.0,68.54385964912281,9500.0,6511.666666666667,0,0,0,0,0,Low Risk
HH04266,Maharashtra,Pune,Semi-Urban,8,48,Graduate,Salaried,33900.0,10590,5670.0,4130,4240,1390.0,1780,2260,1420,760,351000,8740,-3430.0,0,Emergency_Fund,0.0,Yes,Two_Wheeler,High,24,32240.0,-10.117994100294986,25.781710914454276,95.10324483775811,4237.5,4030.0,0,1,1,1,3,Very High Risk
HH04267,Maharashtra,Mumbai,Urban,4,65,Below Secondary,Salaried,31800.0,10190,5610.0,3190,2220,2710.0,1660,1240,580,1260,134000,2280,530.0,110,Emergency_Fund,1.2,Yes,Two_Wheeler,Medium,45,28660.0,1.6666666666666667,7.169811320754717,90.12578616352201,7950.0,7165.0,0,1,0,0,1,Moderate Risk
HH04268,Rajasthan,Jodhpur,Semi-Urban,4,48,Secondary,Government,56600.0,14560,11140.0,3520,6040,1910.0,3630,2130,900,2400,441000,8000,1600.0,540,Retirement,1.6,Yes,Unknown,Medium,43,46230.0,2.8268551236749118,14.13427561837456,81.67844522968198,14150.0,11557.5,0,1,0,0,1,Moderate Risk
HH04269,Gujarat,Ahmedabad,Urban,5,25,Diploma,Salaried,105900.0,14790,18070.0,6080,5180,6850.0,10300,8010,2660,3060,0,0,14480.0,6340,Home,6.4,Yes,Unknown,Low,77,75000.0,13.67327667610954,0.0,70.82152974504248,21180.0,15000.0,0,0,0,0,0,Low Risk
